"SalePrice","LotArea","Bedrooms","GarageArea","OverallCond","OverallQual","housetype","YearBuilt","YearRemodAdd","YrSold","HalfBath","FullBath","Garage"
120000,10800,2,720,6,5,"1Fam",1920,1950,2006,0,2,0
186700,35133,3,995,4,5,"1Fam",1963,1963,2007,1,2,0
104900,9738,4,392,7,5,"1Fam",1924,1950,2006,0,2,0
95000,10615,3,420,5,3,"2fmCon",1900,1970,2009,0,3,0
262000,12461,2,757,5,8,"1Fam",1994,1995,2006,0,3,0
195000,8935,3,493,5,7,"1Fam",2002,2002,2009,1,2,0
189000,7500,3,442,5,7,"1Fam",1999,1999,2010,1,2,0
168000,32463,3,1356,4,4,"2fmCon",1961,1975,2007,0,2,0
174000,2645,2,492,5,8,"Twnhs",1999,2000,2007,1,2,0
125000,9600,3,250,8,5,"1Fam",1925,1994,2007,0,1,0
165000,4500,2,402,5,6,"TwnhsE",1999,1999,2009,0,3,0
158000,9364,4,299,7,6,"1Fam",1969,1969,2010,1,1,0
176000,8029,3,400,5,6,"1Fam",2005,2005,2008,1,2,0
219210,14054,4,660,5,7,"1Fam",2006,2006,2006,1,2,0
144000,8850,3,225,6,7,"1Fam",1916,1950,2006,0,1,0
178000,9100,3,573,5,7,"1Fam",2001,2001,2009,0,2,0
148000,11235,3,459,5,4,"1Fam",1963,1979,2006,1,1,0
116050,9353,3,280,5,4,"1Fam",1970,1970,2006,0,1,0
197900,10400,3,546,5,7,"1Fam",1998,1998,2009,1,2,0
117000,6000,3,216,8,5,"1Fam",1925,1997,2009,0,2,0
213000,9750,3,451,5,7,"1Fam",2000,2001,2009,0,2,0
153500,10140,3,495,6,5,"1Fam",1975,1975,2006,1,2,0
271900,14684,3,701,7,7,"1Fam",1990,1991,2009,0,2,0
107000,8900,2,384,4,4,"1Fam",1966,1966,2006,0,2,0
200000,9135,3,544,5,6,"1Fam",2003,2003,2006,0,3,0
140000,7763,3,506,7,5,"1Fam",1962,1980,2008,0,2,0
290000,10182,3,500,5,8,"1Fam",2006,2006,2006,0,3,0
189000,11218,3,462,5,6,"1Fam",1992,1992,2010,1,2,0
164000,12134,4,492,7,8,"1Fam",1988,2005,2010,0,2,0
113000,9340,2,234,6,4,"1Fam",1941,1950,2009,0,2,0
145000,10246,0,364,9,4,"1Fam",1965,2001,2006,1,1,0
134500,10205,3,300,5,5,"1Fam",1962,1962,2006,0,2,0
125000,7094,3,384,5,5,"1Fam",1966,1966,2007,0,1,0
112000,8930,4,539,5,6,"Duplex",1978,1978,2010,0,2,0
229456,8640,3,552,5,8,"1Fam",2009,2009,2009,0,3,0
80500,6240,2,0,5,4,"1Fam",1947,1950,2006,0,1,1
91500,1680,3,0,5,6,"Twnhs",1971,1971,2006,1,1,1
115000,7800,2,288,5,5,"1Fam",1964,1964,2006,0,1,0
134000,8250,3,322,5,5,"1Fam",1968,1968,2008,0,1,0
143000,10496,3,315,6,6,"1Fam",1949,1950,2007,0,2,0
137900,10680,4,528,3,5,"1Fam",1951,1951,2006,0,2,0
184000,15384,3,388,5,7,"1Fam",2004,2005,2008,1,3,0
145000,10482,3,264,8,6,"1Fam",1958,1958,2007,1,1,0
214000,14598,4,668,5,6,"1Fam",2007,2007,2008,1,2,0
147000,8872,2,576,8,5,"1Fam",1965,2008,2008,0,2,0
367294,8769,1,1052,5,9,"TwnhsE",2008,2008,2008,1,2,0
127000,7910,4,404,5,5,"1Fam",1960,1960,2008,0,2,0
190000,18890,4,600,5,5,"Duplex",1977,1977,2007,2,2,0
132500,7728,3,540,6,5,"Duplex",1962,1962,2006,0,2,0
101800,9842,2,462,5,4,"Duplex",1962,1962,2007,0,2,0
142000,12160,3,531,5,5,"1Fam",1959,1959,2010,0,2,0
130000,8525,4,0,6,5,"1Fam",1911,1950,2008,1,1,1
138887,13132,4,180,5,5,"1Fam",1914,1950,2006,1,1,0
175500,2628,2,474,5,7,"Twnhs",2003,2003,2010,1,2,0
195000,12393,4,434,5,7,"1Fam",2004,2005,2006,1,2,0
142500,13072,3,484,5,6,"1Fam",2005,2005,2006,1,1,0
265900,9037,2,472,5,8,"1Fam",2006,2006,2007,0,2,0
224900,8158,3,543,5,7,"1Fam",2003,2003,2008,1,3,0
248328,9849,3,954,6,7,"1Fam",2007,2007,2007,0,2,0
170000,10625,3,528,6,7,"1Fam",1974,1974,2010,0,3,0
465000,13891,2,850,5,10,"1Fam",2006,2006,2006,1,3,0
230000,11435,3,400,7,8,"1Fam",1929,1950,2006,0,1,0
178000,12090,3,477,7,6,"1Fam",1984,2003,2007,1,3,0
186500,8125,3,615,5,7,"1Fam",2005,2006,2006,1,2,0
169900,12328,3,888,5,6,"1Fam",1976,1976,2010,0,2,0
129500,9600,3,396,5,6,"1Fam",1917,1950,2008,1,1,0
119000,7200,3,276,7,5,"1Fam",1950,1950,2007,0,1,0
244000,11160,3,522,5,7,"1Fam",1968,1968,2010,1,3,0
171750,3136,2,478,5,7,"TwnhsE",2003,2003,2006,0,2,0
130000,9858,3,288,6,5,"1Fam",1968,1968,2009,0,2,0
294000,17542,3,518,7,7,"1Fam",1974,2003,2007,1,3,0
165400,6931,3,397,5,7,"1Fam",2003,2004,2008,1,2,0
127500,6240,3,560,6,6,"1Fam",1931,1950,2007,0,1,0
301500,14303,2,691,5,8,"1Fam",1994,1994,2008,0,3,0
99900,4060,2,0,8,5,"1Fam",1922,1950,2009,0,1,1
190000,9587,2,400,5,7,"1Fam",2005,2005,2008,0,3,0
151000,9750,3,460,8,6,"1Fam",1969,1969,2008,1,2,0
181000,24682,3,502,5,6,"1Fam",1999,1999,2009,1,2,0
128900,9600,2,338,6,5,"1Fam",1956,1956,2009,0,1,0
161500,11250,5,304,5,4,"1Fam",1957,1989,2009,0,2,0
180500,13515,3,520,6,6,"1Fam",1919,1950,2007,0,1,0
181000,4060,2,511,5,6,"TwnhsE",1998,1999,2008,0,3,0
183900,3735,3,506,5,7,"TwnhsE",1999,1999,2006,1,3,0
122000,10120,4,308,4,7,"2fmCon",1910,1950,2007,1,1,0
378500,13214,3,746,5,9,"1Fam",2008,2009,2010,0,2,0
381000,14100,4,1014,9,8,"1Fam",1935,1997,2008,1,3,0
144000,11344,3,315,5,5,"1Fam",1958,1958,2007,1,1,0
260000,23595,0,586,6,7,"1Fam",1979,1979,2010,1,2,0
185750,9156,3,462,7,6,"1Fam",1968,1968,2009,0,2,0
137000,13526,3,288,6,5,"1Fam",1965,1965,2006,0,2,0
177000,11512,2,312,7,6,"1Fam",1959,2006,2008,0,2,0
139000,5362,3,552,6,5,"1Fam",1910,2003,2007,0,2,0
137000,11345,4,400,5,5,"Duplex",1948,1950,2007,0,2,0
162000,12936,3,497,6,6,"1Fam",1972,1972,2009,2,1,0
197900,17871,3,480,5,6,"1Fam",1967,1976,2009,1,2,0
237000,9473,3,577,5,8,"1Fam",2002,2002,2008,1,3,0
68400,7500,2,528,4,4,"1Fam",1920,1950,2010,0,1,0
227000,9808,3,544,5,7,"1Fam",2002,2002,2009,0,3,0
180000,8049,2,484,5,7,"1Fam",1990,1990,2006,0,3,0
150500,8800,3,484,7,5,"1Fam",1977,2008,2009,0,2,0
139000,9400,4,0,5,6,"Duplex",1971,1971,2010,2,2,1
169000,9638,4,336,7,6,"1Fam",1919,1990,2010,0,2,0
132500,6000,4,280,6,6,"1Fam",1939,1950,2009,0,1,0
143000,9790,3,528,5,6,"1Fam",1963,1963,2010,1,2,0
190000,36500,4,390,5,5,"1Fam",1964,1964,2006,1,2,0
278000,5664,2,499,5,8,"TwnhsE",2000,2000,2009,0,3,0
281000,11065,3,753,5,8,"1Fam",2006,2006,2006,1,2,0
180500,14112,3,484,7,5,"1Fam",1964,1964,2010,0,2,0
119500,1680,3,264,7,5,"Twnhs",1972,1972,2009,1,2,0
107500,6600,4,432,4,5,"1Fam",1892,1965,2009,0,2,0
162900,10140,4,528,5,7,"1Fam",1976,1976,2006,1,2,0
115000,8172,2,572,7,5,"1Fam",1955,1990,2006,0,2,0
138500,8400,3,288,5,5,"1Fam",1968,1968,2006,1,2,0
155000,8700,3,525,6,5,"1Fam",1963,1963,2008,0,3,0
140000,3675,2,525,5,6,"TwnhsE",2005,2006,2006,0,3,0
160000,63887,3,1418,5,10,"1Fam",2008,2008,2008,1,4,0
154000,7500,3,305,7,5,"1Fam",1959,1994,2010,1,2,0
225000,10762,3,490,5,7,"1Fam",1999,1999,2009,1,2,0
177500,7500,3,213,7,6,"1Fam",1942,1950,2009,0,1,0
290000,10120,4,844,5,8,"1Fam",1994,1994,2006,1,3,0
232000,8688,3,834,5,7,"1Fam",2005,2005,2006,0,2,0
130000,3363,3,380,5,7,"TwnhsE",2004,2004,2006,0,2,0
325000,13173,2,840,5,9,"1Fam",2006,2007,2009,0,3,0
202500,6955,2,474,5,7,"TwnhsE",2005,2006,2006,0,2,0
138000,8072,3,480,5,5,"1Fam",1994,1995,2009,0,2,0
147000,12000,2,528,7,5,"1Fam",1948,2005,2008,0,2,0
179200,7153,3,496,5,6,"1Fam",1991,1991,2008,0,3,0
335000,17500,3,567,8,7,"1Fam",1959,2002,2010,0,3,0
203000,8814,3,508,5,7,"1Fam",2005,2007,2007,0,3,0
302000,9572,4,750,5,8,"1Fam",1990,1990,2007,1,2,0
333168,14774,4,779,5,9,"1Fam",1999,1999,2010,1,2,0
119000,8190,3,280,6,4,"1Fam",1954,1954,2007,0,2,0
206900,11075,4,576,5,6,"1Fam",1969,1969,2008,1,2,0
295493,10226,3,860,5,8,"1Fam",2008,2008,2009,0,3,0
208900,4230,2,466,5,7,"TwnhsE",2006,2007,2007,0,2,0
275000,14781,3,748,5,8,"1Fam",2001,2002,2006,0,2,0
111000,10215,3,248,5,4,"1Fam",1954,1954,2007,0,1,0
156500,8400,3,442,3,6,"1Fam",1957,1957,2009,1,2,0
72500,6627,2,287,6,3,"1Fam",1949,1950,2008,0,1,0
190000,10186,3,564,5,7,"1Fam",1992,1992,2010,1,3,0
82500,5330,2,0,7,4,"1Fam",1940,1950,2009,0,1,1
147000,9986,2,895,5,8,"1Fam",2006,2007,2007,0,2,0
55000,3636,2,0,4,4,"1Fam",1922,1950,2008,0,1,1
79000,4270,3,0,6,3,"1Fam",1931,2006,2007,0,1,1
130500,6600,3,264,9,5,"1Fam",1982,2008,2008,1,1,0
256000,10440,5,520,7,6,"1Fam",1920,1950,2008,0,2,0
176500,9084,3,462,5,7,"1Fam",1998,1998,2006,1,2,0
227000,10000,3,825,5,8,"1Fam",2006,2006,2007,0,2,0
132500,10780,3,576,5,5,"1Fam",1976,1976,2006,0,1,0
100000,8877,2,288,6,4,"1Fam",1938,1958,2009,0,2,0
125500,7200,2,297,6,5,"1Fam",1938,1995,2006,1,1,0
125000,2368,3,440,6,5,"TwnhsE",1970,1970,2009,1,1,0
167900,9650,2,630,5,6,"1Fam",1977,1977,2009,1,2,0
135000,9246,4,506,5,5,"Duplex",1973,1973,2008,0,2,0
52500,4118,2,0,4,4,"1Fam",1941,1950,2006,0,1,1
200000,13450,3,492,5,7,"1Fam",2002,2002,2006,1,3,0
128500,9560,3,288,7,5,"1Fam",1972,1972,2006,0,1,0
123000,8294,3,480,5,4,"1Fam",1971,1971,2007,0,1,0
155000,13695,3,576,5,6,"1Fam",2003,2004,2008,0,2,0
228500,9375,3,647,5,8,"1Fam",2002,2002,2007,1,2,0
177000,7558,3,342,6,6,"1Fam",1928,1950,2009,1,1,0
155835,11103,3,440,5,7,"1Fam",2006,2006,2007,1,2,0
108500,6000,2,308,4,4,"1Fam",1920,1950,2007,0,1,0
262500,20781,3,508,7,7,"1Fam",1968,2003,2006,0,2,0
283463,15306,3,712,5,8,"1Fam",2006,2007,2007,0,3,0
215000,16196,3,514,5,7,"1Fam",1998,1998,2007,0,3,0
122000,5250,4,0,5,8,"1Fam",1872,1987,2008,0,2,1
200000,11643,6,968,5,5,"Duplex",1969,1969,2009,3,3,0
171000,9247,4,490,6,6,"1Fam",1962,1962,2008,1,1,0
134900,6000,2,624,9,6,"1Fam",1937,2000,2009,0,1,0
410000,14720,4,666,5,8,"1Fam",1995,1996,2010,1,3,0
235000,10316,3,839,5,7,"1Fam",2000,2000,2008,1,3,0
170000,10192,4,487,6,7,"1Fam",1968,1992,2006,0,3,0
110000,9477,3,264,5,5,"1Fam",1966,1966,2008,0,1,0
149900,12537,3,500,6,5,"1Fam",1971,2008,2010,1,2,0
177500,2117,3,440,5,6,"Twnhs",2000,2000,2010,1,2,0
315000,16737,3,770,5,9,"1Fam",2004,2005,2006,0,3,0
189000,9842,4,621,6,5,"1Fam",1921,1998,2008,1,3,0
260000,16158,3,430,5,7,"1Fam",2005,2005,2009,0,3,0
104900,12513,4,368,4,4,"1Fam",1920,2007,2009,0,2,0
156932,8499,3,432,5,6,"1Fam",2006,2007,2007,1,2,0
144152,3180,2,480,5,7,"TwnhsE",2005,2005,2006,1,2,0
216000,7500,3,663,5,7,"1Fam",2000,2000,2010,1,3,0
193000,9179,3,588,5,7,"1Fam",1999,1999,2008,1,3,0
127000,2665,4,336,6,5,"TwnhsE",1977,1977,2006,0,2,0
144000,4435,1,420,5,6,"TwnhsE",2003,2004,2009,0,2,0
232000,10635,3,502,5,8,"1Fam",2003,2003,2010,0,3,0
105000,5400,2,338,6,4,"1Fam",1920,1950,2009,0,1,0
165500,9600,3,377,6,6,"1Fam",1955,1996,2008,0,2,0
274300,9750,3,583,6,7,"1Fam",1998,1998,2006,1,3,0
466500,11400,2,804,5,10,"1Fam",2001,2002,2007,1,3,0
250000,10625,3,936,5,7,"1Fam",2005,2005,2008,1,2,0
239000,10991,3,722,5,8,"1Fam",2007,2007,2007,0,2,0
91000,6292,2,160,5,6,"1Fam",1930,1950,2008,0,1,0
117000,10998,3,660,5,5,"1Fam",1941,1960,2009,0,2,0
83000,1953,2,264,5,6,"Twnhs",1973,1973,2006,1,1,0
167500,9735,3,400,5,5,"1Fam",2006,2007,2008,1,2,0
58500,8212,2,200,3,3,"1Fam",1914,1950,2010,0,2,0
237500,12925,4,550,7,6,"1Fam",1970,1970,2008,1,2,0
157000,7200,4,576,7,7,"1Fam",1920,1950,2006,1,2,0
112000,25339,3,576,7,5,"1Fam",1918,2007,2007,0,2,0
105000,9060,2,280,5,6,"1Fam",1939,1950,2009,0,1,0
125500,5436,3,240,8,4,"1Fam",1922,2007,2010,0,2,0
250000,16692,5,564,5,7,"1Fam",1978,1978,2006,1,4,0
136000,8520,5,216,7,6,"1Fam",1916,1950,2007,0,2,0
377500,14892,3,758,5,9,"1Fam",2006,2007,2009,0,3,0
131000,6000,3,440,6,6,"1Fam",1941,1950,2007,1,1,0
235000,9100,3,541,5,7,"1Fam",2000,2000,2006,0,3,0
124000,8944,4,792,5,5,"Duplex",1967,1967,2009,0,2,0
123000,7838,3,288,5,5,"1Fam",1967,1967,2006,0,2,0
163000,10800,3,672,7,6,"2fmCon",1905,2000,2008,0,2,0
246578,4045,2,648,5,7,"TwnhsE",2006,2006,2006,0,3,0
281213,12665,4,642,5,8,"1Fam",2005,2006,2007,1,2,0
160000,57200,3,572,5,5,"1Fam",1948,1950,2010,0,2,0
137500,6120,4,180,8,5,"1Fam",1920,2004,2007,1,1,0
138000,7200,3,240,4,5,"1Fam",1950,1982,2009,1,2,0
137450,6171,3,216,6,6,"1Fam",1925,1990,2009,1,2,0
120000,6000,3,208,7,6,"1Fam",1929,1950,2008,0,1,0
193000,7415,3,398,5,6,"1Fam",2004,2004,2008,1,3,0
193879,6762,2,662,5,7,"1Fam",2006,2006,2006,0,2,0
282922,15256,3,754,5,8,"1Fam",2007,2007,2007,0,3,0
105000,10410,3,936,4,3,"1Fam",1915,1950,2006,0,1,0
275000,3842,2,482,5,8,"TwnhsE",2004,2005,2008,1,3,0
133000,8445,2,396,7,5,"1Fam",1972,2007,2009,0,2,0
112000,8780,3,0,5,5,"1Fam",1985,1985,2009,0,2,1
125500,7740,3,528,7,4,"1Fam",1910,1950,2010,0,1,0
215000,20544,3,542,6,7,"1Fam",1986,1991,2008,1,2,0
230000,12420,3,622,5,7,"1Fam",2001,2001,2009,1,3,0
140000,9600,3,271,8,6,"1Fam",1950,2005,2009,1,1,0
90000,7200,2,420,5,4,"Duplex",1949,1950,2009,0,2,0
257000,10994,2,620,5,8,"1Fam",2005,2006,2009,0,3,0
207000,13053,4,370,7,6,"1Fam",1923,2000,2008,1,1,0
175900,3635,1,660,5,7,"TwnhsE",2007,2007,2009,1,2,0
122500,11340,4,560,6,4,"2fmCon",1885,1950,2010,0,2,0
340000,16545,3,1069,5,8,"1Fam",1998,1998,2009,1,3,0
124000,9204,3,336,5,5,"1Fam",1963,1963,2008,1,2,0
223000,16381,3,540,5,6,"1Fam",1969,1969,2006,0,3,0
179900,11700,3,776,6,6,"1Fam",1968,1968,2006,1,2,0
127500,4043,2,440,5,6,"TwnhsE",1977,1977,2010,0,2,0
136500,4435,1,420,5,6,"TwnhsE",2003,2003,2008,0,2,0
274970,19690,4,432,7,6,"1Fam",1966,1966,2006,0,2,0
144000,9503,2,484,5,5,"1Fam",1958,1983,2007,0,2,0
142000,10721,3,528,6,6,"1Fam",1959,1959,2008,0,1,0
271000,10944,3,525,5,7,"1Fam",1994,1994,2008,1,3,0
140000,10930,3,288,6,5,"1Fam",1945,1950,2008,1,2,0
119000,7200,2,240,7,5,"1Fam",1940,1992,2010,0,2,0
182900,12546,3,467,7,6,"1Fam",1981,1981,2007,0,2,0
192140,21930,4,372,5,5,"1Fam",2005,2005,2006,1,2,0
143750,4928,2,440,6,6,"TwnhsE",1976,1976,2009,0,2,0
64500,10800,4,216,6,4,"1Fam",1927,2007,2007,0,2,0
186500,10261,3,451,5,6,"1Fam",2000,2000,2008,1,3,0
160000,17400,3,484,5,5,"1Fam",1977,1977,2006,0,3,0
174000,8400,3,462,9,6,"1Fam",1962,2005,2008,1,2,0
120500,9000,3,528,6,4,"1Fam",1971,1971,2007,0,1,0
394617,12444,2,774,5,8,"1Fam",2008,2008,2008,0,3,0
149700,7407,2,923,7,6,"1Fam",1957,1996,2010,0,2,0
197000,11584,3,550,6,7,"1Fam",1979,1979,2007,1,2,0
191000,11526,3,672,7,6,"1Fam",1922,1994,2008,0,2,0
149300,4426,1,420,5,6,"TwnhsE",2004,2004,2008,0,2,0
310000,11003,3,812,5,10,"1Fam",2008,2008,2009,1,3,0
121000,8854,2,192,6,6,"1Fam",1916,1950,2009,0,1,0
179600,8500,3,626,5,7,"1Fam",2004,2004,2007,0,2,0
129000,8400,3,240,5,6,"1Fam",1966,1966,2007,0,2,0
157900,26142,3,312,7,5,"1Fam",1962,1962,2010,0,1,0
240000,10000,3,556,5,8,"1Fam",1995,1996,2007,1,3,0
112000,11767,2,384,7,4,"1Fam",1910,2000,2007,1,1,0
92000,1533,1,0,7,5,"Twnhs",1970,1970,2006,0,2,1
136000,9000,4,0,5,5,"Duplex",1974,1974,2009,2,2,1
287090,9262,3,840,5,8,"1Fam",2008,2009,2009,0,2,0
145000,3675,2,525,5,5,"TwnhsE",2005,2005,2006,0,2,0
84500,17217,3,0,5,5,"1Fam",2006,2006,2006,0,1,1
185000,7500,2,400,5,7,"1Fam",2004,2005,2009,0,3,0
175000,7917,3,460,5,6,"1Fam",1999,2000,2007,1,2,0
210000,13175,3,500,6,6,"1Fam",1978,1988,2010,0,3,0
266500,9042,4,252,9,7,"1Fam",1941,2006,2010,0,2,0
142125,9717,2,240,6,5,"1Fam",1950,1996,2010,0,2,0
147500,9937,3,276,6,5,"1Fam",1965,1965,2008,1,2,0
